stockid,year,ram_bmsy,assessid,stocklong,assessyear,scientificname,commonname,areaname,managementauthority,assessorfull,region,FisheryType,taxGroup,primary_FAOarea,primary_country,source
STMARLINWCNPAC,2007,0.67,ISC-STMARLINWCNPAC-1950-2018-PONS,Striped marlin Western and Central North Pacific,1950-2018,Kajikia audax,Striped marlin,Western and Central North Pacific,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Japan,RAM
STMARLINWCNPAC,2008,0.6,ISC-STMARLINWCNPAC-1950-2018-PONS,Striped marlin Western and Central North Pacific,1950-2018,Kajikia audax,Striped marlin,Western and Central North Pacific,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Japan,RAM
STMARLINWCNPAC,2009,0.41,ISC-STMARLINWCNPAC-1950-2018-PONS,Striped marlin Western and Central North Pacific,1950-2018,Kajikia audax,Striped marlin,Western and Central North Pacific,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Japan,RAM
STMARLINWCNPAC,2010,0.35,ISC-STMARLINWCNPAC-1950-2018-PONS,Striped marlin Western and Central North Pacific,1950-2018,Kajikia audax,Striped marlin,Western and Central North Pacific,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Japan,RAM
STMARLINWCNPAC,2011,0.2373272,ISC-STMARLINWCNPAC-1950-2018-PONS,Striped marlin Western and Central North Pacific,1950-2018,Kajikia audax,Striped marlin,Western and Central North Pacific,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Japan,RAM
STMARLINWCNPAC,2012,0.3106759,ISC-STMARLINWCNPAC-1950-2018-PONS,Striped marlin Western and Central North Pacific,1950-2018,Kajikia audax,Striped marlin,Western and Central North Pacific,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Japan,RAM
STMARLINWCNPAC,2013,0.2853303,ISC-STMARLINWCNPAC-1950-2018-PONS,Striped marlin Western and Central North Pacific,1950-2018,Kajikia audax,Striped marlin,Western and Central North Pacific,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Japan,RAM
STMARLINWCNPAC,2014,0.3317972,ISC-STMARLINWCNPAC-1950-2018-PONS,Striped marlin Western and Central North Pacific,1950-2018,Kajikia audax,Striped marlin,Western and Central North Pacific,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Japan,RAM
STMARLINWCNPAC,2015,0.4120584,ISC-STMARLINWCNPAC-1950-2018-PONS,Striped marlin Western and Central North Pacific,1950-2018,Kajikia audax,Striped marlin,Western and Central North Pacific,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Japan,RAM
STMARLINWCNPAC,2016,0.4550691,ISC-STMARLINWCNPAC-1950-2018-PONS,Striped marlin Western and Central North Pacific,1950-2018,Kajikia audax,Striped marlin,Western and Central North Pacific,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Japan,RAM
STMARLINWCNPAC,2017,0.3767281,ISC-STMARLINWCNPAC-1950-2018-PONS,Striped marlin Western and Central North Pacific,1950-2018,Kajikia audax,Striped marlin,Western and Central North Pacific,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Japan,https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Striped%20marlin%20-%20Western%20and%20Central%20Pacific&stockid=11692
STMARLINWCNPAC,2019,0.395910781,ISC-STMARLINWCNPAC-1950-2018-PONS,Striped marlin Western and Central North Pacific,1950-2018,Kajikia audax,Striped marlin,Western and Central North Pacific,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Japan,https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Striped%20marlin%20-%20Western%20and%20Central%20Pacific&stockid=11692
STMARLINWCNPAC,2020,0.580821918,ISC-STMARLINWCNPAC-1950-2018-PONS,Striped marlin Western and Central North Pacific,1950-2018,Kajikia audax,Striped marlin,Western and Central North Pacific,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Japan,https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Striped%20marlin%20-%20Western%20and%20Central%20Pacific&stockid=11692
SWORDEPAC,2001,1.49,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,RAM
SWORDEPAC,2002,1.42,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,RAM
SWORDEPAC,2003,1.35,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,RAM
SWORDEPAC,2004,1.3,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,RAM
SWORDEPAC,2005,1.27,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,RAM
SWORDEPAC,2006,1.38,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,RAM
SWORDEPAC,2007,1.54,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,RAM
SWORDEPAC,2008,1.73,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,RAM
SWORDEPAC,2009,1.94,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,RAM
SWORDEPAC,2010,1.99,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,RAM
SWORDEPAC,2011,1.95,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,RAM
SWORDEPAC,2012,1.88,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,RAM
SWORDEPAC,2013,>1,IATTC,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,B > limit reference point; https://www.iattc.org/GetAttachment/d845d577-42b4-4725-abcb-5d5d6c2beb1d/IATTC-100-INF-B_South-EPO-Swordfish-Benchmark-Assessment-in-2019.pdf
SWORDEPAC,2014,>1,IATTC,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,B > limit reference point; https://www.iattc.org/GetAttachment/d845d577-42b4-4725-abcb-5d5d6c2beb1d/IATTC-100-INF-B_South-EPO-Swordfish-Benchmark-Assessment-in-2019.pdf
SWORDEPAC,2015,>1,IATTC,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,B > limit reference point; https://www.iattc.org/GetAttachment/d845d577-42b4-4725-abcb-5d5d6c2beb1d/IATTC-100-INF-B_South-EPO-Swordfish-Benchmark-Assessment-in-2019.pdf
SWORDEPAC,2016,>1,IATTC,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,B > limit reference point; https://www.iattc.org/GetAttachment/d845d577-42b4-4725-abcb-5d5d6c2beb1d/IATTC-100-INF-B_South-EPO-Swordfish-Benchmark-Assessment-in-2019.pdf
SWORDEPAC,2017,>1,IATTC,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,B > limit reference point; https://www.iattc.org/GetAttachment/d845d577-42b4-4725-abcb-5d5d6c2beb1d/IATTC-100-INF-B_South-EPO-Swordfish-Benchmark-Assessment-in-2019.pdf
SWORDEPAC,2018,>1,IATTC,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,B > limit reference point; https://www.iattc.org/GetAttachment/d845d577-42b4-4725-abcb-5d5d6c2beb1d/IATTC-100-INF-B_South-EPO-Swordfish-Benchmark-Assessment-in-2019.pdf
SWORDEPAC,2019,>1,IATTC,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain,B > limit reference point; https://www.iattc.org/GetAttachment/d845d577-42b4-4725-abcb-5d5d6c2beb1d/IATTC-100-INF-B_South-EPO-Swordfish-Benchmark-Assessment-in-2019.pdf
THRSHARNPAC,2001,1.237438424,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico,RAM
THRSHARNPAC,2002,1.209852217,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico,RAM
THRSHARNPAC,2003,1.187192118,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico,RAM
THRSHARNPAC,2004,1.169458128,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico,RAM
THRSHARNPAC,2005,1.156650246,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico,RAM
THRSHARNPAC,2006,1.151724138,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico,RAM
THRSHARNPAC,2007,1.153694581,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico,RAM
THRSHARNPAC,2008,1.16453202,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico,RAM
THRSHARNPAC,2009,1.183251232,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico,RAM
THRSHARNPAC,2010,1.209852217,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico,RAM
THRSHARNPAC,2011,1.242364532,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico,RAM
THRSHARNPAC,2012,1.277832512,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico,RAM
THRSHARNPAC,2013,1.313300493,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico,RAM
THRSHARNPAC,2014,1.347783251,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico,RAM
YFINEPAC,2001,1.45,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
YFINEPAC,2002,1.06,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
YFINEPAC,2003,0.928,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
YFINEPAC,2004,0.743,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
YFINEPAC,2005,0.803,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
YFINEPAC,2006,1.05,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
YFINEPAC,2007,1.13,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
YFINEPAC,2008,1.01,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
YFINEPAC,2009,0.99,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
YFINEPAC,2010,1.01,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
YFINEPAC,2011,0.985,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
YFINEPAC,2012,1.07,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
YFINEPAC,2013,1.042,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
YFINEPAC,2014,0.91,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
YFINEPAC,2015,1.031,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
YFINEPAC,2016,1.036,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
YFINEPAC,2017,0.82,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
YFINEPAC,2018,0.933,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
YFINEPAC,2019,0.76,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico,RAM
,2013,1.338056778,,Blue marlin - Pacific,,Makaira nigricans,,,,,,,,,,https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Blue%20marlin%20-%20Pacific&stockid=11706
,2014,1.270687237,,Blue marlin - Pacific,,Makaira nigricans,,,,,,,,,,https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Blue%20marlin%20-%20Pacific&stockid=11706
,2015,1.232480534,,Blue marlin - Pacific,,Makaira nigricans,,,,,,,,,,https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Blue%20marlin%20-%20Pacific&stockid=11706
,2016,1.157566378,,Blue marlin - Pacific,,Makaira nigricans,,,,,,,,,,https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Blue%20marlin%20-%20Pacific&stockid=11706
,2017,1.107414035,,Blue marlin - Pacific,,Makaira nigricans,,,,,,,,,,https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Blue%20marlin%20-%20Pacific&stockid=11706
,2018,1.125018136,,Blue marlin - Pacific,,Makaira nigricans,,,,,,,,,,https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Blue%20marlin%20-%20Pacific&stockid=11706
,2019,1.17236543,,Blue marlin - Pacific,,Makaira nigricans,,,,,,,,,,https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Blue%20marlin%20-%20Pacific&stockid=11706
,2019,>1,,Skipjack tuna - Eastern Pacific,,Katsuwonus pelamis,,,,,,,,,,https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Blue%20marlin%20-%20Pacific&stockid=11706
,2020,>1,,Skipjack tuna - Eastern Pacific,,Katsuwonus pelamis,,,,,,,,,,https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Blue%20marlin%20-%20Pacific&stockid=11706
,2021,>1,,Skipjack tuna - Eastern Pacific,,Katsuwonus pelamis,,,,,,,,,,https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Blue%20marlin%20-%20Pacific&stockid=11706
,2022,>1,,Skipjack tuna - Eastern Pacific,,Katsuwonus pelamis,,,,,,,,,,https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Blue%20marlin%20-%20Pacific&stockid=11706
,2023,1.566728248,,Skipjack tuna - Eastern Pacific,,Katsuwonus pelamis,,,,,,,,,,https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Blue%20marlin%20-%20Pacific&stockid=11706
SARDPCOAST,2005,9.615733333,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; Tbest from RAM"
SARDPCOAST,2006,11.64773333,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; Tbest from RAM"
SARDPCOAST,2007,9.2478,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; Tbest from RAM"
SARDPCOAST,2008,9.027133333,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; Tbest from RAM"
