"estimated_species_name","Year_of_Recommendation","OHI_region","status_adjusted","control_adjusted","notes","carta_provenance","estimated_genus_name","species"
"engraulis mordax",2022,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","engraulis","mordax"
"etrumeus teres",2022,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","etrumeus","teres"
"farfantepenaeus brevirostris",2017,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","farfantepenaeus","brevirostris"
"farfantepenaeus californiensis",2017,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","farfantepenaeus","californiensis"
"galeocerdo cuvier",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","galeocerdo","cuvier"
"galeorhinus galeus",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","galeorhinus","galeus"
"gelidium robustum",2012,"region_1","maximally harvested","no increase","page 53, located on west coast of baja cali/baja cali sur","original estimate; Carta recommendation available for this species in this region","gelidium","robustum"
"gracilariopsis lemaneiformis",2012,"region_1","development potential","increase",NA,"original estimate; Carta recommendation available for this species in this region","gracilariopsis","lemaneiformis"
"gynglymostoma unami",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","gynglymostoma","unami"
"haliotis corrugata",2023,"region_1","decreasing","decrease","specifically says to not increase fishing effort on the Pacific Coast, but will assume standard throughout Baja","original estimate; Carta recommendation available for this species in this region","haliotis","corrugata"
"haliotis fulgens",2023,"region_1","decreasing","decrease","specifically says to not increase fishing effort on the Pacific Coast, but will assume standard throughout Baja","original estimate; Carta recommendation available for this species in this region","haliotis","fulgens"
"hoplopagrus guentherii",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","hoplopagrus","guentherii"
"isurus oxyrinchus",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","isurus","oxyrinchus"
"larkinia grandis",2023,"region_1","maximally harvested","no increase","Within region variation in status, took most conservative","original estimate; Carta recommendation available for this species in this region","larkinia","grandis"
"larkinia multicostata",2023,"region_1","maximally harvested","no increase","Within region variation in status, took most conservative","original estimate; Carta recommendation available for this species in this region","larkinia","multicostata"
"litopenaeus occidentalis",2012,"region_1","maximally harvested","no increase","page 39, generalized, not in gulf of cali, it is on the pacific coast at the Magdalena-Almejas Bay","original estimate; Carta recommendation available for this species in this region","litopenaeus","occidentalis"
"litopenaeus stylirostris",2017,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","litopenaeus","stylirostris"
"litopenaeus vannamei",2017,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","litopenaeus","vannamei"
"lutjanus aratus",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","lutjanus","aratus"
"lutjanus argentiventris",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","lutjanus","argentiventris"
"lutjanus colorado",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","lutjanus","colorado"
"lutjanus guttatus",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","lutjanus","guttatus"
"lutjanus inermis",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","lutjanus","inermis"
"lutjanus novemfasciatus",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","lutjanus","novemfasciatus"
"lutjanus peru",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","lutjanus","peru"
"lutjanus viridis",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","lutjanus","viridis"
"lyropecten subnodosus",2012,"region_1","maximally harvested","no increase","page 33, generalized","original estimate; Carta recommendation available for this species in this region","lyropecten","subnodosus"
"macrobrachium tenellum",2023,"region_1","maximally harvested","no increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","macrobrachium","tenellum"
"makaira indica",2012,"region_1","decreasing","decrease",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","makaira","indica"
"makaira nigricans",2012,"region_1","decreasing","decrease",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","makaira","nigricans"
"megapitaria aurantiaca",2023,"region_1","maximally harvested","no increase","Within region variation in status, took most conservative","original estimate; Carta recommendation available for this species in this region","megapitaria","aurantiaca"
"megapitaria squalida",2023,"region_1","maximally harvested","no increase","Within region variation in status, took most conservative","original estimate; Carta recommendation available for this species in this region","megapitaria","squalida"
"megastraea turbanica",2023,"region_1","decreasing","decrease","recommendation is no increase, but decided to go with decrease based on deterioration","original estimate; Carta recommendation available for this species in this region","megastraea","turbanica"
"megastraea undosa",2023,"region_1","decreasing","decrease","recommendation is no increase, but decided to go with decrease based on deterioration","original estimate; Carta recommendation available for this species in this region","megastraea","undosa"
"merluccius productus",2022,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","merluccius","productus"
"mugil cephalus",2023,"region_1","decreasing","decrease",NA,"original estimate; Carta recommendation available for this species in this region","mugil","cephalus"
"mugil hospes",2023,"region_1","decreasing","decrease",NA,"original estimate; Carta recommendation available for this species in this region","mugil","hospes"
"mugil setosus (antes curema)",2023,"region_1","decreasing","decrease",NA,"original estimate; Carta recommendation available for this species in this region","mugil","setosus (antes curema)"
"muricanthus nigritus",2023,"region_1","maximally harvested","no increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","muricanthus","nigritus"
"mustelus albipinnis",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","mustelus","albipinnis"
"mustelus californicus",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","mustelus","californicus"
"mustelus henlei",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","mustelus","henlei"
"mustelus lunulatus",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","mustelus","lunulatus"
"nasolamia velox",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","nasolamia","velox"
"negaprion brevirostris",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","negaprion","brevirostris"
"octopus bimaculatus",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","octopus","bimaculatus"
"octopus bimaculoides",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","octopus","bimaculoides"
"octopus hubbsorum",2023,"region_1","maximally harvested","no increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","octopus","hubbsorum"
"oligoplites refulgens, o. altus, o.",2022,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","oligoplites","refulgens, o. altus, o."
"oligoplites refulgens, o. altus, o. saurus",2022,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","oligoplites","refulgens, o. altus, o. saurus"
"opisthonema bulleri",2022,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","opisthonema","bulleri"
"opisthonema libertate",2022,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","opisthonema","libertate"
"opisthonema medirastre",2022,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","opisthonema","medirastre"
"panopea generosa",2023,"region_1","maximally harvested","no increase","Within region variation in status, took most conservative","original estimate; Carta recommendation available for this species in this region","panopea","generosa"
"panopea globosa",2023,"region_1","maximally harvested","no increase","Within region variation in status, took most conservative","original estimate; Carta recommendation available for this species in this region","panopea","globosa"
"panulirus gracilis",2023,"region_1","development potential","increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","panulirus","gracilis"
"panulirus inflatus",2023,"region_1","development potential","increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","panulirus","inflatus"
"panulirus interruptus",2017,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","panulirus","interruptus"
"panulirus penicillatus",2017,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","panulirus","penicillatus"
"paralabrax nebulifer",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","paralabrax","nebulifer"
"phyllonotus erythrostomus",2023,"region_1","maximally harvested","no increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","phyllonotus","erythrostomus"
"pinna rugosa",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","pinna","rugosa"
"pisaster brevispinus",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","pisaster","brevispinus"
"pisaster giganteus",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","pisaster","giganteus"
"pisaster ochraceus",2012,"region_1","maximally harvested","no increase","page 44, generalized","original estimate; Carta recommendation available for this species in this region","pisaster","ochraceus"
"pontinus vaughani 1a,1aa",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","pontinus","vaughani 1a,1aa"
"prionace glauca",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","prionace","glauca"
"rhizoprionodon longurio",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","rhizoprionodon","longurio"
"sarda chiliensis chiliensis",2012,"region_1","development potential","no increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","sarda","chiliensis chiliensis"
"sardinops sagax",2022,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sardinops","sagax"
"scomber japonicus",2022,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","scomber","japonicus"
"scomberomorus concolor",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","scomberomorus","concolor"
"scomberomorus sierra",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","scomberomorus","sierra"
"sebastes atrovirens 1a",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","atrovirens 1a"
"sebastes caurinus1a,1aa",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","caurinus1a,1aa"
"sebastes chlorostictus 1a,1aa",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","chlorostictus 1a,1aa"
"sebastes chrysomelas 1a,1aa",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","chrysomelas 1a,1aa"
"sebastes constellatus 1a,1aa,1b",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","constellatus 1a,1aa,1b"
"sebastes elongatus 1a,1aa",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","elongatus 1a,1aa"
"sebastes ensifer 1a,1aa",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","ensifer 1a,1aa"
"sebastes entomelas 1a",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","entomelas 1a"
"sebastes goodei 1a,1aa,1b",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","goodei 1a,1aa,1b"
"sebastes hopkinsi 1a,1aa",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","hopkinsi 1a,1aa"
"sebastes levis 1a,1aa",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","levis 1a,1aa"
"sebastes macdonaldi 1a,1aa,1b,1d",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","macdonaldi 1a,1aa,1b,1d"
"sebastes melanops 1a,1aa,1b",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","melanops 1a,1aa,1b"
"sebastes melanosema 1a,1aa",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","melanosema 1a,1aa"
"sebastes melanostomus 1a,1aa",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","melanostomus 1a,1aa"
"sebastes miniatus 1a,1aa",2012,"region_1","maximally harvested","no increase","page 67, generalized","original estimate; Carta recommendation available for this species in this region","sebastes","miniatus 1a,1aa"
"sebastes mystinus 1a",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","mystinus 1a"
"sebastes paucispinis 1a,1aa",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","paucispinis 1a,1aa"
"sebastes rastrelliger 1a",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","rastrelliger 1a"
"sebastes rosaceus 1a,1aa",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","rosaceus 1a,1aa"
"sebastes rubrivinctus 1a",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","rubrivinctus 1a"
"sebastes rufus 1a,1aa",2012,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sebastes","rufus 1a,1aa"
"sphoeroides annulatus",2023,"region_1","maximally harvested","no increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","sphoeroides","annulatus"
"sphoeroides lobatus",2023,"region_1","maximally harvested","no increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","sphoeroides","lobatus"
"sphoeroides sechurae",2023,"region_1","maximally harvested","no increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","sphoeroides","sechurae"
"sphyrna lewini",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sphyrna","lewini"
"sphyrna mokarran",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sphyrna","mokarran"
"sphyrna zygaena",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","sphyrna","zygaena"
"spondylus crassisquama",2023,"region_1","development potential","increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","spondylus","crassisquama"
"stomolophus meleagris",2017,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","stomolophus","meleagris"
"stomolophus sp.",2023,"region_1","maximally harvested","no increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","stomolophus","sp."
"strongylocentrotus franciscanus",2023,"region_1","decreasing","decrease",NA,"original estimate; Carta recommendation available for this species in this region","strongylocentrotus","franciscanus"
"strongylocentrotus purpuratus",2023,"region_1","development potential","increase",NA,"original estimate; Carta recommendation available for this species in this region","strongylocentrotus","purpuratus"
"thunnus albacares",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","thunnus","albacares"
"thunnus orientalis",2023,"region_1","decreasing","decrease","recovery phase","original estimate; Carta recommendation available for this species in this region","thunnus","orientalis"
"trachurus symmetricus",2022,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","trachurus","symmetricus"
"triaenodon obesus",2023,"region_1","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","triaenodon","obesus"
"xiphias gladius",2012,"region_1","development potential","increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","xiphias","gladius"
"alopias pelagicus",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","alopias","pelagicus"
"alopias superciliosus",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","alopias","superciliosus"
"alopias vulpinus",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","alopias","vulpinus"
"anadara tuberculosa",2023,"region_2","maximally harvested","no increase","Within region variation in status, took most conservative","original estimate; Carta recommendation available for this species in this region","anadara","tuberculosa"
"apostichopus parvimensis (sinonimo de parastichopus parvimensis)",2023,"region_2","decreasing","decrease","Deteriorated in Baja California, with a tendency to recover in Baja California Sur.","original estimate; Carta recommendation available for this species in this region","apostichopus","parvimensis (sinonimo de parastichopus parvimensis)"
"argopecten ventricosus",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","argopecten","ventricosus"
"atrina maura",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","atrina","maura"
"atrina oldroydii",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","atrina","oldroydii"
"atrina tuberculosa",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","atrina","tuberculosa"
"callinectes arcuatus",2023,"region_2","maximally harvested","no increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","callinectes","arcuatus"
"callinectes bellicosus",2023,"region_2","maximally harvested","no increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","callinectes","bellicosus"
"callinectes toxotes",2023,"region_2","maximally harvested","no increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","callinectes","toxotes"
"carcharhinus altimus",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","carcharhinus","altimus"
"carcharhinus brachyurus",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","carcharhinus","brachyurus"
"carcharhinus falciformis",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","carcharhinus","falciformis"
"carcharhinus galapagensis",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","carcharhinus","galapagensis"
"carcharhinus leucas",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","carcharhinus","leucas"
"carcharhinus limbatus",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","carcharhinus","limbatus"
"carcharhinus longimanus",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","carcharhinus","longimanus"
"carcharhinus obscurus",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","carcharhinus","obscurus"
"carcharhinus porosus",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","carcharhinus","porosus"
"centropomus armatus",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","centropomus","armatus"
"centropomus medius",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","centropomus","medius"
"centropomus nigrescens",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","centropomus","nigrescens"
"centropomus robalito",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","centropomus","robalito"
"centropomus viridis",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","centropomus","viridis"
"cetengraulis mysticetus",2022,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","cetengraulis","mysticetus"
"chione californianensis",2023,"region_2","maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions","original estimate; Carta recommendation available for this species in this region","chione","californianensis"
"chione undatella",2023,"region_2","maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions","original estimate; Carta recommendation available for this species in this region","chione","undatella"
"chionista fluctifraga",2023,"region_2","maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions","original estimate; Carta recommendation available for this species in this region","chionista","fluctifraga"
"chionopsis gnidia",2023,"region_2","maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions","original estimate; Carta recommendation available for this species in this region","chionopsis","gnidia"
"chondracanthus canaliculatus",2012,"region_2","development potential","increase",NA,"original estimate; Carta recommendation available for this species in this region","chondracanthus","canaliculatus"
"crassostrea costeziensis",2023,"region_2","maximally harvested","no increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","crassostrea","costeziensis"
"crassostrea gigas",2017,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","crassostrea","gigas"
"crassostrea iridescens, o striostrea prismatica",2023,"region_2","maximally harvested","no increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","crassostrea","iridescens, o striostrea prismatica"
"crassostrea iridiscens",2012,"region_2","maximally harvested","no increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","crassostrea","iridiscens"
"crassostrea virginica",2012,"region_2","maximally harvested","no increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","crassostrea","virginica"
"cynoscion othonopterus",2023,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","cynoscion","othonopterus"
"dosidicus gigas",2022,"region_2","maximally harvested","no increase","specifically says to not increase fishing effort in the Gulf of California","original estimate; Carta recommendation available for this species in this region","dosidicus","gigas"
"dosinia ponderosa",2023,"region_2","maximally harvested","no increase",NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","dosinia","ponderosa"
"engraulis mordax",2022,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","engraulis","mordax"
"etrumeus teres",2022,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","etrumeus","teres"
"farfantepenaeus brevirostris",2017,"region_2","maximally harvested","no increase",NA,"original estimate; Carta recommendation available for this species in this region","farfantepenaeus","brevirostris"
