"year","OHI_region","BD_score","biome_types"
2020,"region_4",75.9962148257245,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2020,"region_5",67.0747890364042,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2020,"region_6",77.1968716917148,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2020,"region_7",75.1165373638,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2020,"region_8",65.3586235335364,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2020,"region_9",68.3237289850692,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2021,"region_1",76.941757906983,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2021,"region_2",75.3554991885009,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2021,"region_3",75.100965860627,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2021,"region_4",75.4484288047316,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2021,"region_5",65.8552479406596,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2021,"region_6",77.4005048751553,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2021,"region_7",75.0786351539858,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2021,"region_8",64.6325027339014,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2021,"region_9",67.7401813815114,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2022,"region_1",77.5861370291699,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2022,"region_2",75.6070417572939,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2022,"region_3",76.3865776946142,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2022,"region_4",74.9323815750529,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2022,"region_5",68.5233272655189,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2022,"region_6",79.3928177437833,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2022,"region_7",76.1438253221059,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2022,"region_8",66.0936250048773,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2022,"region_9",68.6991118819383,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2023,"region_1",76.3351550414613,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2023,"region_2",76.0342934351972,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2023,"region_3",77.5655917513262,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2023,"region_4",73.0690363958281,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2023,"region_5",66.6683483080078,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2023,"region_6",79.4436796278348,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2023,"region_7",75.014184931929,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2023,"region_8",66.3493561584221,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2023,"region_9",68.5886615651589,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2024,"region_1",76.9208098569473,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2024,"region_2",74.7944908731851,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2024,"region_3",77.6820688981771,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2024,"region_4",72.5243863126886,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2024,"region_5",66.9763830662527,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2024,"region_6",79.5231222135226,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2024,"region_7",74.8150231437257,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2024,"region_8",65.8634783132654,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2024,"region_9",67.9427665438055,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2025,"region_1",76.7734451071828,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2025,"region_2",74.241110881615,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2025,"region_3",76.2932566656714,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2025,"region_4",72.5293372233556,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2025,"region_5",69.2116102549713,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2025,"region_6",79.9623832525731,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2025,"region_7",74.3865675480579,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2025,"region_8",64.9841281871265,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
2025,"region_9",67.4761708958179,"mangrove_forest, coastal_wetland, seagrasses, coral_reefs, soft_bottom_benthos, rhodolith_beds, rocky_reefs, open_ocean"
